Index, Adresse_complète                                                          , Auteur                                     , Date              , Note, Commentaire                                                                                                                                                                                                                                                                                                             , lat    , lng    , Ville
1    , Gendarmerie Nationale 12 place de la Tour d’Auvergne 29000 QUIMPER        , Fabien Milliasseau                         , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , QUIMPER
2    , Gendarmerie Nationale 12 place de la Tour d’Auvergne 29000 QUIMPER        , Vincent CHESNAIS                           , il y a 2 ans      , 5   , Beau btiment mais  rnover de fonds en comble                                                                                                                                                                                                                                                                            ,        ,        , QUIMPER
3    , Gendarmerie Nationale 12 place de la Tour d’Auvergne 29000 QUIMPER        , Christophe Kerboul                         , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , QUIMPER
1    , Gendarmerie Nationale 2 rue du Colonel Arnaud Beltrame 56000 VANNES       , Guide de BRETAGNE                          , il y a 7 mois     , 1   ,                                                                                                                                                                                                                                                                                                                         , 47.6559, -2.7603, VANNES
2    , Gendarmerie Nationale 2 rue du Colonel Arnaud Beltrame 56000 VANNES       , Alain Samson                               , il y a 11 mois    , 1   , Plus daccueil  Vannes                                                                                                                                                                                                                                                                                                   , 47.6559, -2.7603, VANNES
3    , Gendarmerie Nationale 2 rue du Colonel Arnaud Beltrame 56000 VANNES       , Jardin Naturel                             , il y a un an      , 4   , 33662659633 escroquerie  Merci de les arrter sa devient du arcelement                                                                                                                                                                                                                                                   , 47.6559, -2.7603, VANNES
4    , Gendarmerie Nationale 2 rue du Colonel Arnaud Beltrame 56000 VANNES       , Paul Nestour                               , il y a 2 ans      , 1   , Il faut aller  la gendarmerie de Vannes pour savoir que la gendarmerie a t dlocalise  SaintAv et quil y en a donc plus  Vannes mme                                                                                                                                                                                      , 47.6559, -2.7603, VANNES
5    , Gendarmerie Nationale 2 rue du Colonel Arnaud Beltrame 56000 VANNES       , Yeut                                       , il y a 2 ans      , 5   , Top                                                                                                                                                                                                                                                                                                                     , 47.6559, -2.7603, VANNES
1    , Gendarmerie Nationale 1 av Jean Moulin 90000 BELFORT                      , Nezha Vlogs                                , il y a 8 mois     , 1   , Plainte dpose pour violence conjugale avec preuve  message vocale crit certificat mdical tmoin jamais de suite a fait bientt un an                                                                                                                                                                                      , 47.64  , 6.85   , BELFORT
2    , Gendarmerie Nationale 1 av Jean Moulin 90000 BELFORT                      , FolieStreet Paris                          , il y a un an      , 1   ,                                                                                                                                                                                                                                                                                                                         , 47.64  , 6.85   , BELFORT
3    , Gendarmerie Nationale 1 av Jean Moulin 90000 BELFORT                      , Malric Suso                                , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 47.64  , 6.85   , BELFORT
4    , Gendarmerie Nationale 1 av Jean Moulin 90000 BELFORT                      , PIerre Zöller                              , il y a un an      , 1   , Donc je dois dire que passer des appels avec des couteurs pour 90 cote trs cher je pensais que pour le prix on pouvait au moins prendre un caf mais le service ici ntait vraiment pas terrible  Je ne le recomm                                                                                                         , 47.64  , 6.85   , BELFORT
5    , Gendarmerie Nationale 1 av Jean Moulin 90000 BELFORT                      , Fat Fantôme                                , il y a 2 ans      , 5   , Trs bien                                                                                                                                                                                                                                                                                                                , 47.64  , 6.85   , BELFORT
6    , Gendarmerie Nationale 1 av Jean Moulin 90000 BELFORT                      , Dreux nicolas                              , il y a 2 ans      , 1   , Ils Refusent de prendre les plaintes Prenez des avocats et la magie opre  leurs comportements changent ensuite Surtout pas davocat commis doffice li  leurs services votre risque de condamnation serait doubler                                                                                                        , 47.64  , 6.85   , BELFORT
1    , Gendarmerie Nationale 307 av Eole 83160 LA VALETTE DU VAR                 , meriem polo                                , il y a 2 ans      , 5   , Surprise pour la la politesse de gendarme catgorie  femme fait bon travail b continuationMerciMeriem                                                                                                                                                                                                                    ,        ,        , LA VALETTE DU VAR
2    , Gendarmerie Nationale 307 av Eole 83160 LA VALETTE DU VAR                 , Priscilla Rodriguez                        , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , LA VALETTE DU VAR
1    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , Mohamed Riahi                              , il y a 7 mois     , 1   , Bonjour je viens de recevoir un mail de convocation sa devient pnible sa doit tre une arnaques rassurer moi avec Dew noms dofficier et de magistrats cest du nimporte quoi stopper tout ces charabia Cdt et vivent la Gendarmerie                                                                                       , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
2    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , Ramon Navarro                              , il y a 7 mois     , 5   , Suite  notre entretien tlphonique identifiez les metteurs des ces messages et stoppez les Grand merci davance avec encouragements                                                                                                                                                                                       , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
3    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , Jean Logan                                 , il y a 8 mois     , 5   , Moi aussi reu ce mail en spam  arnaque Je vis  ltranger depuis de nombreuses annes                                                                                                                                                                                                                                      , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
4    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , Vicky                                      , il y a 8 mois     , 1   , C koi sa mail on maccuse de chose sest nimporte quoi je suis en situation handicap il faut porter plainte pour des chose comme sa il faut faire quoi aidez nous sa devien inquitant sa fait plusieur fois que je reois se mail mince                                                                                    , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
5    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , Marinette pseudonyme Trevette ñom naissance, il y a 11 mois    , 5   ,                                                                                                                                                                                                                                                                                                                         , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
6    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , Frood97-IDF.92                             , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
7    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , Lonny Jess                                 , il y a un an      , 1   , Je viens de recevoir la mme chose ohlala cest du nimporte                                                                                                                                                                                                                                                               , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
8    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , Valérie Pécresse                           , il y a un an      , 4   , Que du bonheur                                                                                                                                                                                                                                                                                                          , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
9    , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , susan tran                                 , il y a un an      , 1   , Everyone please be careful the scammer are getting smarter and smarter Theres elderly that dont know and are mainly victim of these scam I post here an example email just to be cautious Thank you                                                                                                                     , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
10   , Gendarmerie Nationale 4 rue Claude Bernard 92130 ISSY-LES-MOULINEAUX      , lol riende                                 , il y a un an      , 1   , sympa les mails                                                                                                                                                                                                                                                                                                         , 48.8239, 2.27   , ISSY-LES-MOULINEAUX
1    , Gendarmerie Nationale 43 rue du Maréchal Leclerc 28110 LUCE               , jessofplay                                 , il y a 8 mois     , 5   ,                                                                                                                                                                                                                                                                                                                         , 48.4383, 1.465  , LUCE
2    , Gendarmerie Nationale 43 rue du Maréchal Leclerc 28110 LUCE               , Lucie Salmon                               , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 48.4383, 1.465  , LUCE
3    , Gendarmerie Nationale 43 rue du Maréchal Leclerc 28110 LUCE               , Vincent Rousseau                           , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 48.4383, 1.465  , LUCE
1    , Gendarmerie Nationale 1 Av de l’Europe 12000 RODEZ                        , Enzo D'agostino                            , il y a 10 mois    , 1   , Ferm  partire de 17h40 DommageJe vois un gendarmerie  13h qui me dit de passe pendant les heur douverture mais ce serais bien quelle sois ouverte pendant ces heurs douvertures cordialement                                                                                                                            , 44.3506, 2.575  , RODEZ
2    , Gendarmerie Nationale 1 Av de l’Europe 12000 RODEZ                        , Remi Villar                                , il y a un an      , 3   ,                                                                                                                                                                                                                                                                                                                         , 44.3506, 2.575  , RODEZ
3    , Gendarmerie Nationale 1 Av de l’Europe 12000 RODEZ                        , Joaquim                                    , il y a un an      , 2   , Ce message sadresse au gendarme qui conduisait la Mgane break bleue banalis  Rodez ce mercredi 0809 vers 17h30Comment voulezvous que les automobilistes prennent un rond point convenablement                                                                                                                           , 44.3506, 2.575  , RODEZ
4    , Gendarmerie Nationale 1 Av de l’Europe 12000 RODEZ                        , Fallingg. y                                , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 44.3506, 2.575  , RODEZ
1    , Gendarmerie Nationale 11bis rue Jean Malezieux 91000 EVRY                 , Inconnu Inconnu                            , il y a un an      , 1   , J appelle les gendarmes  3h00 du matin pour un tapage nocturne et un regroupement d une cinquantaine de ftards bruyant et alcooliss pendant le couvre feu Le gendarme me repond qu il ne peux pas intervenir et que je n ai qu  faire baisser le bruit moi mme  Quelle HONTE Pauvre France                              , 48.6239, 2.4294 , EVRY
1    , Gendarmerie Nationale 5bis bld Saint-Jean 60000 BEAUVAIS                  , lily bellule                               , il y a 2 ans      , 4   , Merci  la personne que lon a eu vendredi midi qui a su voir contacter la police du 59 et les pompiers car nous tant dans Oise on n arrivait pas  les contacter la personne  t emmene au urgence grce  votre intervention vous avez                                                                                      , 49.4303, 2.0952 , BEAUVAIS
2    , Gendarmerie Nationale 5bis bld Saint-Jean 60000 BEAUVAIS                  , Mohamed Zerouali                           , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.4303, 2.0952 , BEAUVAIS
1    , Gendarmerie Nationale 15 rue de la botte 19000 TULLE                      , Lena Mar                                   , il y a 2 ans      , 5   , Super professionnels et accueil tlphonique trs sympathique merci beaucoup Une question pour dplacement covid la preuve qu  ils sont comprensifs et humains quand on  explique la situation  Encore merci et bravo                                                                                                       ,        ,        , TULLE
2    , Gendarmerie Nationale 15 rue de la botte 19000 TULLE                      , berlingoLife M                             , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , TULLE
3    , Gendarmerie Nationale 15 rue de la botte 19000 TULLE                      , Marie-claire Mechaussie                    , il y a 2 ans      , 3   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , TULLE
4    , Gendarmerie Nationale 15 rue de la botte 19000 TULLE                      , Thomas STAUB                               , il y a 2 ans      , 4   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , TULLE
1    , Gendarmerie Nationale 58 bld Bertran de Born 24000 PERIGUEUX              , Mo Lang                                    , il y a 9 mois     , 1   , Cest inadmissible de vous appeler et  chaque fois aucun dplacement de votre part On vous attend pendant des heures mais rien Et ca fait au moins 10 fois sur le mme secteur que je vous appelle pour ce mme genre de problme Si vous ne                                                                                 , 45.1929, 0.7217 , PERIGUEUX
2    , Gendarmerie Nationale 58 bld Bertran de Born 24000 PERIGUEUX              , Léana Falaise                              , il y a un an      , 1   , Malheureusement aller faire a procuration  Prigueux demande forcment de prendre une demie journe de cong                                                                                                                                                                                                                , 45.1929, 0.7217 , PERIGUEUX
1    , Gendarmerie Nationale 200 rue Judaïque 33000 BORDEAUX                     , Imer Cesmoi                                , il y a 6 mois     , 1   , N pas  jours Aucune indication de laccueil Ils servent pas  grand chose en dfinitive                                                                                                                                                                                                                                    , 44.84  , -0.58  , BORDEAUX
2    , Gendarmerie Nationale 200 rue Judaïque 33000 BORDEAUX                     , Charles André                              , il y a un an      , 1   , le site appel  partir du numro affich sur internet a chang on nous indique  consultez votre annuaire Merci  personne na plus dannuaire il aurait t plus efficace de la part dun service public de donner le nouveau numro et de changer celui indiqu sur le site internet                                               , 44.84  , -0.58  , BORDEAUX
3    , Gendarmerie Nationale 200 rue Judaïque 33000 BORDEAUX                     , chris vian                                 , il y a un an      , 1   , Manque dexemplarit A la dame gendarme qui ma arrte et menace de verbalisation le jeudi 3 juin  18h19 Bd Georges Pompidou car elle ma fait une queue de poisson et que je                                                                                                                                                , 44.84  , -0.58  , BORDEAUX
4    , Gendarmerie Nationale 200 rue Judaïque 33000 BORDEAUX                     , Réamy Pesque                               , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 44.84  , -0.58  , BORDEAUX
5    , Gendarmerie Nationale 200 rue Judaïque 33000 BORDEAUX                     , Alexis Bolle                               , il y a un an      , 1   , Incopetant on se demande bien  quoi ils servent j apelle pour signaler que je me suis fais agresser par une bande de golmon qui m ont arracher la chane en or que je portait autour du coup  on envoie une patrouille  mes grosses burnes                                                                               , 44.84  , -0.58  , BORDEAUX
6    , Gendarmerie Nationale 200 rue Judaïque 33000 BORDEAUX                     , Marin Dufraisse                            , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 44.84  , -0.58  , BORDEAUX
1    , Gendarmerie Nationale 1 rue du Maréchal Juin 70000 VESOUL                 , David Collilieux                           , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 47.6222, 6.1553 , VESOUL
1    , Gendarmerie Nationale 33 av de la plaine 74000 ANNECY                     , Valentin BR                                , il y a un an      , 5   , Cercle mixte au top                                                                                                                                                                                                                                                                                                     , 45.916 , 6.133  , ANNECY
2    , Gendarmerie Nationale 33 av de la plaine 74000 ANNECY                     , Danielle FROCHOT                           , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 45.916 , 6.133  , ANNECY
3    , Gendarmerie Nationale 33 av de la plaine 74000 ANNECY                     , Lo Renzo                                   , il y a un an      , 5   , Tojour oprationnel  Merci                                                                                                                                                                                                                                                                                               , 45.916 , 6.133  , ANNECY
4    , Gendarmerie Nationale 33 av de la plaine 74000 ANNECY                     , Aurelie Vid.                               , il y a un an      , 1   , Attention Ne valide pas les procurations Je me suis dplace pour rien                                                                                                                                                                                                                                                    , 45.916 , 6.133  , ANNECY
5    , Gendarmerie Nationale 33 av de la plaine 74000 ANNECY                     , Sa SaGiu                                   , il y a 2 ans      , 5   , Marchandises                                                                                                                                                                                                                                                                                                            , 45.916 , 6.133  , ANNECY
6    , Gendarmerie Nationale 33 av de la plaine 74000 ANNECY                     , Kévin                                      , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 45.916 , 6.133  , ANNECY
7    , Gendarmerie Nationale 33 av de la plaine 74000 ANNECY                     , viviane mouflier                           , il y a 2 ans      , 2   , La gendarmerie nest plus situe ici mais  Annecy le vieux                                                                                                                                                                                                                                                                , 45.916 , 6.133  , ANNECY
1    , Gendarmerie Nationale 16 rue Claude Odde 42000 SAINT-ETIENNE              , corentin clain                             , il y a un an      , 4   ,                                                                                                                                                                                                                                                                                                                         , 45.4347, 4.3903 , SAINT-ETIENNE
1    , Gendarmerie Nationale 367 rue de Tessy 50000 SAINT-LO                     , nicolas ache                               , il y a un an      , 1   , Trs bon pour remplir les caisses de ltatRendu  750 euro damende pour se garer sur le bord de la route nettoyer le vomi de mon fils de 1 ansBravo                                                                                                                                                                        ,        ,        , SAINT-LO
2    , Gendarmerie Nationale 367 rue de Tessy 50000 SAINT-LO                     , Numéro 4                                   , il y a 2 ans      , 1   , Bon boulot pour la protection mais soyez pdagogues pas des cadors patrouille croise lors dune promenade                                                                                                                                                                                                                 ,        ,        , SAINT-LO
1    , Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS         , Virginie Buffet                            , il y a 10 mois    , 5   ,                                                                                                                                                                                                                                                                                                                         , 46.9933, 3.1572 , NEVERS
2    , Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS         , Sylvain Moreau                             , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 46.9933, 3.1572 , NEVERS
3    , Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS         , Renaud Carayon                             , il y a un an      , 1   , Si seulement ils faisaient dj leur boulot mais comme ils ont peur daller dans les pseudos cits nivernaises tel que les bords de Loire Heureusement quils ne sont pas en rgion parisienne les pyramides ou les tarterets cest autre                                                                                      , 46.9933, 3.1572 , NEVERS
4    , Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS         , viviane Wuarnier                           , il y a 2 ans      , 5   , Bel endroit                                                                                                                                                                                                                                                                                                             , 46.9933, 3.1572 , NEVERS
5    , Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS         , Михаил Сурков                              , il y a 2 ans      , 1   , Le 14 janvier 2021 jai t arrt et mis en responsabilit administrative par les employs de ce service pour le fait que selon eux je tenais le tlphone dans mes mains Numro de voiture de service ET 366 XJ 21 Tous mes argument                                                                                            , 46.9933, 3.1572 , NEVERS
6    , Gendarmerie Nationale 6 rue du colonel Louis Dartois 58000 NEVERS         , Jerome Lanri                               , il y a 2 ans      , 5   , Excellent accueil                                                                                                                                                                                                                                                                                                       , 46.9933, 3.1572 , NEVERS
1    , Gendarmerie Nationale 2 rue du général Sarrail 76000 ROUEN                , Alexandre K. Arelus                        , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.4428, 1.0886 , ROUEN
1    , Gendarmerie Nationale 2 rue du général Sarrail 76000 ROUEN                , Alexandre K. Arelus                        , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.4428, 1.0886 , ROUEN
1    , Gendarmerie Nationale 107 rue d’Elbeuf 80000 AMIENS                       , Mohamed Hammani                            , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.892 , 2.299  , AMIENS
1    , Gendarmerie Nationale 107 rue d’Elbeuf 80000 AMIENS                       , Mohamed Hammani                            , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.892 , 2.299  , AMIENS
1    , Gendarmerie Nationale 8 rue Logerot 86000 POITIERS                        , Alexandre DicaWin                          , il y a 2 ans      , 4   , Je signale la gendarmerie de Loudun pour sa totalit INCOMPTENTE dans la dfense de ces citoyens  Surveillez de prs la police de Loudun 86200 policiers DANGEUREUX et MAUVAIS                                                                                                                                             , 46.58  , 0.34   , POITIERS
1    , Gendarmerie Nationale 8 rue Logerot 86000 POITIERS                        , Alexandre DicaWin                          , il y a 2 ans      , 4   , Je signale la gendarmerie de Loudun pour sa totalit INCOMPTENTE dans la dfense de ces citoyens  Surveillez de prs la police de Loudun 86200 policiers DANGEUREUX et MAUVAIS                                                                                                                                             , 46.58  , 0.34   , POITIERS
2    , Gendarmerie Nationale 8 rue Logerot 86000 POITIERS                        , Marius Gillette                            , il y a 2 ans      , 1   ,                                                                                                                                                                                                                                                                                                                         , 46.58  , 0.34   , POITIERS
2    , Gendarmerie Nationale 8 rue Logerot 86000 POITIERS                        , Marius Gillette                            , il y a 2 ans      , 1   ,                                                                                                                                                                                                                                                                                                                         , 46.58  , 0.34   , POITIERS
1    , Gendarmerie Nationale 15 rue Valence 47000 AGEN                           , Guillaume Dobenesque                       , il y a un an      , 5   , Naccueille plus de public                                                                                                                                                                                                                                                                                               , 44.2049, 0.6212 , AGEN
2    , Gendarmerie Nationale 15 rue Valence 47000 AGEN                           , Benoit Bouygues                            , il y a un an      , 5   , Trs gentil                                                                                                                                                                                                                                                                                                              , 44.2049, 0.6212 , AGEN
1    , Gendarmerie Nationale 4 av de la gendarmerie 71850 CHARNAY LES MACON      , Geoffray Ughetto                           , il y a 11 mois    , 1   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , CHARNAY LES MACON
2    , Gendarmerie Nationale 4 av de la gendarmerie 71850 CHARNAY LES MACON      , Surplace di Bruni Fulvio                   , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , CHARNAY LES MACON
3    , Gendarmerie Nationale 4 av de la gendarmerie 71850 CHARNAY LES MACON      , Sucre Dorge                                , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , CHARNAY LES MACON
1    , Gendarmerie Nationale 3 rue André Malraux 77000 MELUN                     , Patrick LAPEZE                             , il y a un an      , 4   , Je souhaite partager lexprience de la rencontre avec un binme de gendarme femmehomme en mission de protection avec leurs chiens bien dresss  rassurant sans agressivits Les militaires sont courtois et dans lchange une police de                                                                                      , 48.5406, 2.66   , MELUN
1    , Gendarmerie Nationale 2 Av Georges Pompidou 4000 DIGNE LES BAINS          , Mireille Smara                             , il y a un an      , 5   , Merci pour votre aide                                                                                                                                                                                                                                                                                                   ,        ,        , DIGNE LES BAINS
2    , Gendarmerie Nationale 2 Av Georges Pompidou 4000 DIGNE LES BAINS          , poulard axel                               , il y a un an      , 1   , La dernire fois que je suis aller a cet endroit on ma pris mon permis  je dconseille                                                                                                                                                                                                                                    ,        ,        , DIGNE LES BAINS
3    , Gendarmerie Nationale 2 Av Georges Pompidou 4000 DIGNE LES BAINS          , Madeleine Mandravaheloka                   , il y a 2 ans      , 5   , Gendarmes integres  lcoute et comptents Toutes les brigades ne sont pas grer de la mme faon celle de digne les bains est parfaitement gre Merci beaucoup                                                                                                                                                                ,        ,        , DIGNE LES BAINS
1    , Gendarmerie Nationale 171 Av de Toulon 13000 MARSEILLE                    , Ls Travaux                                 , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 43.2964, 5.37   , MARSEILLE
2    , Gendarmerie Nationale 171 Av de Toulon 13000 MARSEILLE                    , Porcinet de Nice                           , il y a un an      , 1   , ne soccupe pas des procurations pour le vote le samedi car cest wend je comprend a pas de soucis est en semaine ne prend pas les procurations mme en semaine                                                                                                                                                            , 43.2964, 5.37   , MARSEILLE
1    , Gendarmerie Nationale 4 cours Léon Bérard 64000 PAU                       , j b                                        , il y a 10 mois    , 3   , GAV plutt confortable je trouve quand mme que la nourriture laisser  dsirer mais bon cetais compris donc a va                                                                                                                                                                                                           , 43.3   , -0.37  , PAU
1    , Gendarmerie Nationale 2 rue de Molsheim 67000 STRASBOURG                  , Arthur Kieber                              , il y a un an      , 1   , Aberrant                                                                                                                                                                                                                                                                                                                , 48.5833, 7.7458 , STRASBOURG
2    , Gendarmerie Nationale 2 rue de Molsheim 67000 STRASBOURG                  , T T                                        , il y a 2 ans      , 4   ,                                                                                                                                                                                                                                                                                                                         , 48.5833, 7.7458 , STRASBOURG
3    , Gendarmerie Nationale 2 rue de Molsheim 67000 STRASBOURG                  , Valentine H                                , il y a 2 ans      , 1   , Jai appel le jeudi 10 juillet Jai des travaux  ct de chez moi qui vont durer jusquen 2021 Le problme cest que les ouvriers mettent la musique trs fort de 8h  16h tous les jours et ils crient et chantent Ils ont mme pos le                                                                                           , 48.5833, 7.7458 , STRASBOURG
1    , Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN     , Kikas Romaz                                , il y a 11 mois    , 5   , Vous tes les meilleurs  Courage a vous un grand grand merci  Vous avez aucune concurrence a craindre a caen                                                                                                                                                                                                             , 49.18  , -0.37  , CAEN
2    , Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN     , fabienne morel                             , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.18  , -0.37  , CAEN
3    , Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN     , fannie morel                               , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.18  , -0.37  , CAEN
4    , Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN     , Marie-Line G                               , il y a un an      , 5   , Trs aimable au tlphone suite  un sms frauduleux reu pour connaitre la dmarche  suivre Bien expliqu                                                                                                                                                                                                                      , 49.18  , -0.37  , CAEN
5    , Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN     , Mathieu MADES                              , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.18  , -0.37  , CAEN
6    , Gendarmerie Nationale 29 Av du 43ème régiment d’artillerie 14000 CAEN     , Hugoland 2510                              , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.18  , -0.37  , CAEN
1    , Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ             , Dylan Idir                                 , il y a une semaine, 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , VILLENEUVE D'ASCQ
2    , Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ             , o2 choix                                   , il y a 3 semaines , 5   , Trs comptent Et une bonne droiture militaire                                                                                                                                                                                                                                                                            ,        ,        , VILLENEUVE D'ASCQ
3    , Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ             , HARDEX                                     , il y a un mois    , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , VILLENEUVE D'ASCQ
4    , Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ             , Martin Leroy                               , il y a 2 mois     , 5   , Bonne exprience                                                                                                                                                                                                                                                                                                         ,        ,        , VILLENEUVE D'ASCQ
5    , Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ             , Herve Leclercq                             , il y a 3 mois     , 5   , Super je suis fan                                                                                                                                                                                                                                                                                                       ,        ,        , VILLENEUVE D'ASCQ
6    , Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ             , lienart kentin                             , il y a 11 mois    , 1   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , VILLENEUVE D'ASCQ
7    , Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ             , Stéphanie Gallet                           , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , VILLENEUVE D'ASCQ
8    , Gendarmerie Nationale 201 bld de Mons 59000 VILLENEUVE D'ASCQ             , Sébastien Randou                           , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , VILLENEUVE D'ASCQ
1    , Gendarmerie Nationale av de la libération 63000 CLERMONT-FERRAND          , Flaschétoil Ténor Charbonnier              , il y a un an      , 5   ,                                                                                                                                                                                                                                                                                                                         , 45.7831, 3.0824 , CLERMONT-FERRAND
1    , Gendarmerie Nationale 5 bld de l’Hautil 95000 CERGY PONTOISE              , Marie Morisseau                            , il y a 10 mois    , 5   , Je tenais  remercier les agents de cette gendarmerie pour lhumanisme et le professionnalisme qui ont fait preuve aujourdhui  mon gard Merci infiniment pour le travail que vous raliser                                                                                                                                 ,        ,        , CERGY PONTOISE
2    , Gendarmerie Nationale 5 bld de l’Hautil 95000 CERGY PONTOISE              , Thibault Colin                             , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , CERGY PONTOISE
3    , Gendarmerie Nationale 5 bld de l’Hautil 95000 CERGY PONTOISE              , Marie Ange Kopa                            , il y a 2 ans      , 5   , Rien  dire l meilleur des meilleurs                                                                                                                                                                                                                                                                                     ,        ,        , CERGY PONTOISE
4    , Gendarmerie Nationale 5 bld de l’Hautil 95000 CERGY PONTOISE              , roccodingo roccodingo                      , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         ,        ,        , CERGY PONTOISE
1    , Gendarmerie Nationale 2 rue du général Sarrail 76000 ROUEN                , Alexandre K. Arelus                        , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.4428, 1.0886 , ROUEN
1    , Gendarmerie Nationale 2 rue du général Sarrail 76000 ROUEN                , Alexandre K. Arelus                        , il y a 2 ans      , 5   ,                                                                                                                                                                                                                                                                                                                         , 49.4428, 1.0886 , ROUEN
